Entiteit/Attribuut,Entiteitcode,Attribuutcode,Formaat,Datatype,Codelijst,Naam,Omschrijving
A,RI,EUITSP,AN1,JN,ADNLOG,Eerder uitk. ontvangen partner J/N,Heeft de partner van verzekeringnemer bij de verzekering eerder een uitkering ontvangen als gevolg van gebeurtenissen als door de aangevraagde verzekering wordt gedekt?
A,RI,NUITKS,PAN1,JN,ADNLOG,Ontvangt momenteel uitk.partner J/N,Ontvangt de partner van de verzekeringnemer momenteel een uitkering?
A,RI,UITKEE,RAN1,JN,ADNLOG,Uitkering AAW/WAO J/N,Indicatie of een AAW/AOW uitkering ontvangen wordt.
A,RI,WAOWIA,5AN1,JN,ADNLOG,Uitkering WAO/WIA laatste 5 jaar J/N,Heeft de verzekerde de afgelopen vijf jaar op een sociale verzekering (WAO/WIA) een uitkering ontvangen?
A,RI,ZWWWUI,TAN1,JN,ADNLOG,Uitkering ZW/WW J/N,Indicatie of een ZW/AOW uitkering ontvangen wordt.
A,RI,TOELUI,TAN..70,,,"Toel. op uitkering, omschrijving",Toelichting op de uitkering.
A,RI,TUITSP,AN..70,,,"Toel. op uitkering partner, omschr.",Toelichting op de uitkering van de partner.
A,RI,DUITOW,AN1,JN,ADNLOG,Derg. uitkering ooit geweigerd J/N,"Dergelijke uitkering ooit geweigerd? Betreft uitkering i.v.m. arbeidsongeschiktheid, ongeval of ziekte."
A,RI,DUITOW,TAN..70,,,Toel. dergelijke uitkering geweigerd,Toelichting op de vraag of een dergelijke uitkering ooit geweigerd is.
A,RI,AOVERZ,AN1,JN,ADNLOG,Wett. verz. AO anders dan AAW J/N,"Valt betrokkene onder enige wettelijke verzekering tegen arbeidsongeschiktheid, anders dan AAW ?"
A,RI,TVAOV,AN1,JN,ADNLOG,Thans verzekerd voor AO J/N,Thans verzekerd voor arbeidsongeschiktheid?
A,RI,TVAOVO,AN..70,,,Toel. thans verzekerd voor AO,Toelichting thans verzekerd voor arbeidsongeschiktheid.
A,RI,WAOGAT,AN1,JN,ADNLOG,WAO-gat al afgesloten J/N,Voor het afsluiten van het excedent is een WAO-gat verzekering verplicht. Is deze verzekering gesloten?
A,RI,WAOGAT,TAN..70,,,Toel. afgesloten WAO-gat,Waar en onder welk polisnummer is de WAO-gat verzekering afgesloten?
A,RI,VZKWAO,AN1,JN,ADNLOG,Verzekerd krachtens WAO J/N,Heeft de verzekerde bij arbeidsongeschiktheid recht op een WAO-uitkering?
A,RI,VSOMWA,ON..15,B2,,Verzekerd bedrag WAO,Verzekerd bedrag WAO.
A,RI,AWBZ,AN1,JN,ADNLOG,Alle verz. ontlenen rechten AWBZ J/N,Alle verzekerden ontlenen rechten aan AWBZ?
A,RI,TOEAWB,ZAN..70,,,Toel. AWBZ,Toelichting op de vraag of alle verzekerden rechten AWBZ ontlenen.
A,RI,MEDACC,AN1,JN,ADNLOG,Medisch geaccepteerd J/N,Indicatie of de verzekerde medisch is geaccepteerd.
A,RI,VZAWW,AN1,JN,ADNLOG,Verz. tegen AO anders dan AWW J/N,Valt u onder de enige wettelijke verzekering tegen arbeidsongeschiktheid anders dan de AWW?
A,RI,VRZWWA,OAN1,JN,ADNLOG,Vrijstelling Ziektewet en WAO J/N,"Heeft u, voor zover nodig, vrijstelling van deelname aan de WAO en de Ziektewet?"
A,RI,AFKBUI,TAN1,JN,ADNLOG,Afkomstig uit het buitenland J/N,Indicatie of de verzekerde afkomstig uit het buitenland.
A,RI,MDWZKA,OAN1,JN,ADNLOG,Medew. ziek/arbeidsongeschikt J/N,Zijn er op dit moment medewerkers ziek of arbeidsongeschikt?
A,RI,AANTO5,N..15,A0,,Arbeidsongevallen/verzuim in 5 jaar,Omschrijving = Aantal arbeidsongevallen met verzuim tot gevolg in de afgelopen 5 jaar.
A,RI,EONG5,AN1,JN,ADNLOG,Ernstige arbeidsongev. in 5 jaar J/N,"Hebben zich in de afgelopen periode van vijf (5) jaar ernstige aan de arbeid gerelateerde ongevallen voorgedaan? Die hebben geleid tot de dood, ziekenhuisopname of blijvend letsel?"
A,RI,BESTAO,VAN1,JN,ADNLOG,Bestaande inval.dek. vervangen J/N,Bestaande invaliditeitsdekking vervangen?
A,RI,BGP5,AN1,JN,ADNLOG,Geschil/procedure afgel. 5 jaar J/N,"Is verz.nemer of een andere belanghebbende bij deze verzekering in de afgelopen 5 jaar betrokken geweest bij een geschil of procedure (met b.v. werkgever, leverancier, buren of overheid)?"
A,RI,BGP,AN1,JN,ADNLOG,Geschil/procedure afgel. 8 jaar J/N,"Is verz.nemer of een andere belanghebbende bij deze verzekering in de afgelopen 8 jaar betrokken geweest bij een geschil of procedure (met b.v. werkgever, leverancier, buren of overheid)?"
A,RI,TBGP,AN..70,,,Toelichting geschil of procedure,Toelichting geschil of procedure.
A,RI,NGP,AN1,JN,ADNLOG,Nu geschil of procedure J/N,"Is vrz.nmr of een andere belanghebbende bij deze verzekering momenteel betrokken bij een geschil of procedure (met b.v. werkgever, leverancier, buren, overh.) of is zulks te verwachten?"
A,RI,DGP,AN1,JN,ADNLOG,Dreigend geschil J/N,"Is er sprake van een dreigend geschil met betrekking tot verzekeringnemer of een andere belanghebbende bij deze verzekering (met b.v. werkgever, leverancier, buren, overheid)?"
A,RI,TDGP,AN..70,,,Toelichting dreigend geschil,Toelichting dreigend geschil.
A,RI,GESCHI,LAN1,JN,ADNLOG,Geschil of procedure J/N,Is de vrznmr./andere belanghebb. bij deze verz. momenteel/in de afgel.8jr. betrokken geweest bij een geschil/procedure(met bv werkgever/leverancier/buren/overheid) of is zulks te verwachten?
A,RI,ENSP,AN1,JN,ADNLOG,"Geschil,rechtsprobleem,procedure J/N","Is er betrokkenheid geweest bij een geschil, rechtsprobleem of gerecht.proc. dan wel bestaan er feiten en/of omstandigheden die aanleiding kunnen geven tot een geschil of juridisch probleem?"
A,RI,ENSPT,AN..70,,,"Toel. geschil,rechtsprobleem,proced.","Toelichting op geschil, rechtsprobleem, procedure."
A,RI,AGSLPJ,N..15,A0,,Aantal geschatte geschillen per jaar,Bij hoeveel geschillen per jaar schat u in dat u betrokken bent?
A,RI,AGSLMB,JN..15,A0,,Aant. gesch. geschillen met bijstand,Bij hoeveel geschillen per jaar met inschakeling van rechter of incassobureau schat u in dat u betrokken bent?
A,RI,GESCHL,TAN..70,,,Toel. geschil of procedure,Geeft aan welke geschillen of procedures hebben plaatsgevonden of plaatsvinden.
A,RI,BAD,AN1,JN,ADNLOG,Bijstand door advocaat J/N,Heeft verzekeringnemer of een andere belanghebbende bij deze verzekering in de afgelopen 5 jaar ooit een advocaat ingeschakeld of is hij door een advocaat bijgestaan?
A,RI,BADT,AN..70,,,Toel. bijstand door advocaat,Toelichting bijstand door advocaat.
A,RI,BIJHUL,PAN1,JN,ADNLOG,"Rechtshulp, bijstand J/N","Is er sprake geweest van rechtshulp, bijstand of juridisch advies van een juridisch deskundige(advocaat/deurwaarder) ter zake van een (dreigend) geschil, rechtsprobleem,(mogel.)procedure?"
A,RI,PROCES,1AN..70,,,"Waartoe geprocedeerd, omschrijving",Omschrijving waartoe geprocedeerd is.
A,RI,PROCES,2AN..70,,,"Waartoe procederend, omschrijving",Omschrijving waartoe geprocedeerd wordt.
A,RI,TJURGE,SAN..70,,,Toel. juridisch geschil,Toelichting juridisch geschil.
A,RI,FBL,AN1,JN,ADNLOG,Feiten bekend i.v.m. geschil J/N,Zijn feiten en dergelijke bekend die kunnen leiden tot een geschil?
A,RI,GMO,AN1,JN,ADNLOG,Geschil met overheid J/N,Heeft het bedrijf of een van degenen voor wie part. dekking geldt (ook gezinsleden) in de afg. 3 jr een of meer geschillen ondervonden met de overheid?
A,RI,TGMO,AN..70,,,Toelichting geschil met overheid,Toelichting geschil met overheid.
A,RI,BRG,AN1,JN,ADNLOG,Burenrechtelijk geschil J/N,Burenrechtelijk geschil.
A,RI,TBRG,AN..70,,,Toelichting burenrechtelijk geschil,Toelichting burenrechtelijk geschil.
A,RI,AANTBR,GN..15,A0,,Aantal burenrechtelijke geschillen,Aantal burenrechtelijke geschillen.
A,RI,ABRG,N..15,A0,,Aantal buren waarmee een geschil,Het aantal buren waarmee betrokkene een geschil heeft.
A,RI,BRGN,AN1,JN,ADNLOG,Woont nog naast betreffende buur J/N,Indicatie om aan te geven dat betrokkene nog naast de betreffende buur woont in relatie tot een burenrechtelijk geschil.
A,RI,BUUR1,AN..70,,,Naam eerste buur met geschil,Naam van de eerste buur waarmee een geschil is.
A,RI,BUUR2,AN..70,,,Naam tweede buur met geschil,Naam van de tweede buur waarmee een geschil is.
A,RI,ACF,AN1,JN,ADNLOG,Arbeidsconflict J/N,Heeft het bedrijf of één van degenen voor wie de particulierendekking geldt (ook gezinsleden) in de afgel. 3 jr één of meer arbeidsconflicten gehad?
A,RI,JUB,AN1,JN,ADNLOG,Juridische bijstand verwacht J/N,"Verwacht u, uw bedrijf, of één van de op de polis meeverzekerden, binnen een jaar juridische bijstand nodig te hebben?"
A,RI,JUHLP,AN1,JN,ADNLOG,Juridisch probleem waarvoor hulp J/N,Is er op dit moment een juridisch probleem waarmee de verzekeringsmaatschappij kan helpen?
A,RI,JUHLPT,AN..70,,,Toel. juridisch probleem waarv. hulp,Toelichting op de vraag of er op dit moment een juridisch probleem is waarmee de verzekeringsmaatschappij kan helpen.
A,RI,JUGPU,AN1,JN,ADNLOG,"Geschil gezondheid,pensioen,uitk.J/N","Heeft of verwacht betrokken persoon een juridisch geschil over gezondheid, pensioen of uitkering of heeft men dat in de afgelopen jaren (vijf jaar) gehad."
A,RI,JUGPUT,AN..70,,,"Toel. juridisch geschil gez,pns,uitk","Toelichting op een juridisch geschil over gezondheid, pensioen of uitkering."
A,RI,JUBVE,AN1,JN,ADNLOG,"Geschil belasting,vermogen,erfr. J/N","Heeft of verwacht de betrokken persoon een juridisch geschil over belastingzaken, vermogen of erfrecht of heeft deze dat in de afgelopen jaren dat gehad (vijf jaren)."
A,RI,JUBVET,AN..70,,,"Toel. geschil belasting,vermogen,erf","Toelichting op juridisch geschil over belastingzaken, vermogen of erfrecht of heeft deze dat in de afgelopen jaren dat gehad (vijf jaren)."
A,RI,ODG,AN1,JN,ADNLOG,Opdrachtgeversgeschil J/N,Heeft het bedrijf of degenen voor wie de part.dekking geldt in de afgelopen 3 jaar een conflict ondervonden met de opdrachtgever waarbij jur. bijstand nodig was?
A,RI,ACG,AN1,JN,ADNLOG,Geschil over aank.cons.goederen J/N,Indicatie om aan te geven dat er een geschil is over de aankoop van (duurzame) consumenten goederen of hebben plaatsgevonden de laatste jaren.
A,RI,TACG,AN..70,,,Toel. geschil over aank. cons. goed.,Toelichting op geschil over aankoop consumenten goederen.
A,RI,LEG,AN1,JN,ADNLOG,Leveranciersgeschil J/N,Heeft het bedrijf of één van degenen voor wie de particuliere dekking geldt in de afgelopen 3 jaar geschillen met leveranciers gehad waarbij juridische bijstand nodig was?
A,RI,LEG2,AN1,JN,ADNLOG,Leveranciersgeschil afgel.2 jaar J/N,Indicatie of de betrokken (rechts)persoon in de afgelopen 2 jaar geschillen met leveranciers gehad heeft waarbij juridische bijstand nodig was.
A,RI,AANGEL,EN..15,A0,,Aantal geschillen leveranciers,Aantal geschillen met leveranciers afgelopen 2 jaar.
A,RI,PMA,AN1,JN,ADNLOG,Problemen met afnemers J/N,Heeft het bedrijf of een of meer personen voor wie particuliere dekking geldt (ook gezinsleden) problemen met afnemers waarbij juridische bijstand nodig was.
A,RI,AFN2,AN1,JN,ADNLOG,Afnemersgeschil afgelopen 2 jaar J/N,Indicatie of de betrokken (rechts)persoon in de afgelopen 2 jaar geschillen met afnemers gehad heeft waarbij juridische bijstand nodig was.
A,RI,AGESAF,2N..15,A0,,Aantal geschillen afnemers afg. 2jr,Aantal geschillen met afnemers afgelopen 2 jaar.
A,RI,AFN3,AN1,JN,ADNLOG,Afnemersgeschil afgelopen 3 jaar J/N,Indicatie of de betrokken (rechts)persoon in de afgelopen 3 jaar geschillen met afnemers gehad heeft waarbij juridische bijstand nodig was.
A,RI,GEMGEA,FN..15,A0,,Gemiddeld aantal geschillen afnemers,Gemiddeld aantal geschillen met afnemers per jaar.
A,RI,WNG,AN1,JN,ADNLOG,Geschil met werknemers J/N,Indicatie om aan te geven dat een werkgever een (dreigend) arbeidverschil met een werknemer heeft.
A,RI,AANTWN,GN..15,A0,,Aantal geschillen met werknemers,Aantal geschillen met werknemers.
A,RI,HUIWGG,AN1,JN,ADNLOG,Geschil met huidige werkgever J/N,Indicatie om aan te geven dat de werknemer een (dreigend) arbeidsgeschil heeft met de huidige werkgever.
A,RI,GHV,AN1,JN,ADNLOG,Dreigend geschil huidige werkg. J/N,Dreigend of verwacht geschil met huidige werkgever?
A,RI,REOWG,AN1,JN,ADNLOG,Reorganisatie bij werkgever J/N,Is er sprake van een reorganisatie of wordt dit verwacht bij de werkgever.
A,RI,REOWGT,AN..70,,,Toel. reorganisatie bij werkgever,Toelichting op reorganisatie bij werkgever.
A,RI,WGG,AN1,JN,ADNLOG,Geschil met (vorige) werkgevers J/N,"Heeft de werknemer een (dreigend of verwacht) arbeidsgeschil met een (voormalige, vorige) werkgever, bijvoorbeeld als gevolg van een reorganisatie."
A,RI,WGGT,AN..70,,,Toel. geschil met (vorige) werkgever,Toelichting op geschil met (vorige) werkgever.
A,RI,AANTWG,GN..15,A0,,Aantal geschillen met werkgevers,Aantal geschillen met (voormalige) werkgevers.
A,RI,BDG,AN1,JN,ADNLOG,Geschil met (eigen) bedrijf J/N,"Indicatie om aan te geven dat een eigenaar, vennoot of directielid een arbeidsgeschil of arbeidsconflict met het (eigen) bedrijf heeft."
A,RI,LDG,AN1,JN,ADNLOG,Geschil met leden J/N,"De vereniging heeft of verwacht gebruik te maken van juridische bijstand, of heeft dat de afgelopen tijd (laatste 5 jaar) gedaan bij conflicten met leden."
A,RI,VRHOVG,SAN1,JN,ADNLOG,Geschil verhuur onroerend goed J/N,Is er een geschil met betrekking tot de verhuur van onroerend goed of wordt er een geschil verwacht binnen afzienbare tijd (12 maanden).
A,RI,VRHOVG,TAN..70,,,Toel. geschil verhuur onroerend goed,Toelichting geschil verhuur onroerend goed.
A,RI,VRHOGM,HAN1,JN,ADNLOG,Geschil met huurder mbt v.o.g. J/N,Geschil met huurder met betrekking tot verhuur van onroerend goed?
A,RI,VRHOGM,OAN1,JN,ADNLOG,Geschil met overheid mbt v.o.g. J/N,Geschil met overheid met betrekking tot verhuur van onroerend goed?
A,RI,VRHOBR,GAN1,JN,ADNLOG,Burenrecht. geschil mbt v.o.g. J/N,Burenrechtelijk geschil met betrekking tot verhuur van onroerend goed?
A,RI,VRHOGE,SAN1,JN,ADNLOG,Geschil overig mbt verhuur o.g. J/N,Overig geschil met betrekking tot verhuur van onroerend goed?
A,RI,VRHOWB,PAN1,JN,ADNLOG,Wijz.best.plan voorz. mbt v.o.g. J/N,Is er een wijziging van het bestemmingsplan voorzien wat betrekking heeft op de verhuur van onroerend goed?
A,RI,AANSPB,SAN1,JN,ADNLOG,Aanspr.stelling bestuur/directie J/N,Is (ooit) sprake (geweest) van aanspraak tot schadevergoeding tegen bestuurder(s) of directeur(en) van deze (of een vroegere) onderneming.
A,RI,TASPBS,AN..70,,,Toel. aanspr.stell. bestuur/directie,Toelichting sprake van aanspraak tot schadevergoeding tegen bestuurder/directeur van een onderneming.
A,RI,PROCBE,SAN1,JN,ADNLOG,Procedure bestuur/directie J/N,Is er een lopende (of te verwachten) procedure tegen bestuurder(s) of directeur(en) van deze (of een vroegere) onderneming.
A,RI,AANSPR,MAN1,JN,ADNLOG,Aanspr.stell. milieuvervuiling J/N,Aansprakelijk gesteld voor milieuvervuiling of het in het milieu brengen van stoffen.
A,RI,BDMOND,ZAN..70,,,"Rapport bodemonderzoek, omschr.","Omschrijving rapport bodemonderzoek. Naam, referentienummer, titel of verwijzing."
A,RI,OVRGES,AN1,JN,ADNLOG,Overige geschillen J/N,Heeft het bedrijf of één van degenen voor wie de particuliere dekking geldt in de afgelopen 3 jaar andere geschillen gehad waarbij juridische bijstand nodig was?
A,RI,TOVRGE,SAN..70,,,Toel. overige geschillen,Toelichting overige geschillen.
A,RI,RBA,AN1,JN,ADNLOG,Regelm. bijgestaan door advocaat J/N,"Heeft u, of één van de op de polis meevrz., in de afgelopen drie jaar 2x of vaker gebruik gemaakt van de diensten van een advocaat? Zo ja, vermeld dan de NAW van de advocaat."
A,RI,TRBA,AN..70,,,"Specificatie advocaat, omschr.",Omschrijving specificatie advocaat.
A,RI,BESLDW,AN1,JN,ADNLOG,Beslag gelegd door deurwaarder J/N,"Heeft de deurwaarder op dit moment beslag gelegd op inkomsten of bezittingen van u of één van de personen die u wilt meeverzekeren, bijvoorbeeld uw gezinsleden of huisgenoten?"
A,RI,TOEBES,LAN..70,,,Toelichting beslag deurwaarder,Toelichting beslag deurwaarder.
A,RI,GESWBP,LAN1,JN,ADNLOG,Geschil wijz. bestemmingsplan J/N,Indicatie om aan te geven of er een geschil is (geweest) m.b.t. een wijziging in het bestemmingsplan.
A,RI,CLMING,VAN1,JN,ADNLOG,Claims/ingrijpende veranderingen J/N,"Zijn er (te verwachten) claims (bijv. door dreigend faillissement, betalingsachterstanden, gerechtelijke procedures) of ingrijpende veranderingen (zoals fusies/overnames)."
A,RI,OMSAAN,BAN1,JN,ADNLOG,Omstandig. bekend m.b.t. aanspr. J/N,"Zijn er bij één of meer verantwoordelijken (directie/bestuur/commissaris e.d.) omstandigheden bekend (fouten, nalatigheid e.d.) die kunnen leiden tot aanspraken?"
A,RI,GESTRT,AN1,JN,ADNLOG,Geschil/proc. Ov./tuchtr. J/N,Is verz.nemer of een andere belanghebbende bij deze verzekering ooit betrokken geweest in een geschil/procedure met de overheid en/of een tuchtrechtelijke instantie?
A,RI,CLOMBE,SAN1,JN,ADNLOG,Claims/omst. bestuurdersaansp. J/N,Indicatie of er ooit claims m.b.t. bestuurdersaansprakelijkheid zijn ingediend of dat er omstandigheden bekend zijn die daartoe kunnen leiden.
A,RI,RISUIT,GAN1,JN,ADNLOG,Risico uitgesloten J/N,Betreft het een uitgesloten risico conform toelichting?
A,RI,BETASB,DAN1,JN,ADNLOG,Betalingsachterstand Bel.dienst J/N,Indicatie of de onderneming/rechtspersoon een betalingsachterstand bij de Belastingdienst heeft.
A,RI,JUJ5JR,AN1,JN,ADNLOG,Juridisch geschil laatste 5 jr J/N,Is verzekeringnemer in de laatste vijf jaar in een juridisch geschil betrokken geweest?
A,RI,EGD,AN1,JN,ADNLOG,Eerder schade geleden J/N,Heeft de verzekeringnemer of een andere belanghebbende bij de verzekering eerder een schade geleden door gebeurtenissen als door de aangevraagde verzekering worden gedekt?
A,RI,SCHVER,LAN1,JN,ADNLOG,Schadeverloop J/N,Heeft u of andere belanghebbende bij een van deze verzekeringen in de afgel. 8 jr schade geleden ten gevolge van een gebeurtenis waartegen een van de aangevr. rubr. dekking verleent?
A,RI,ESG,AN1,JN,ADNLOG,Eerder schade(n) geleden J/N,Zijn er schaden geleden door gebeurtenissen waarvoor de gevraagde verzekering dekking biedt?
A,RI,ESV,AN1,JN,ADNLOG,Eerder schade(n) veroorzaakt J/N,Zijn er schaden veroorzaakt door gebeurtenissen waarvoor de gevraagde verzekering dekking biedt?
A,RI,ESGV,AN1,JN,ADNLOG,Eerder schade geleden/veroorz. J/N,Zijn er schaden veroorzaakt/geleden door gebeurtenissen waarvoor de gevraagde verzekering dekking biedt?
A,RI,VEISSC,HAN1,JN,ADNLOG,Schade ontstaan door ingest.eis J/N,Is tegen u ooit een eis ingesteld  waardoor schade ontstond als gedekt door de aangevraagde verzekering?
A,RI,TEISIN,GAN1,JN,ADNLOG,Thans reden aannemen eis ingest.J/N,Hebt u thans redenen om aan te nemen dat een eis waardoor schade als gedekt door de aangevraagde verzekering tegen u zal worden ingesteld?
A,RI,VRYWIL,TAN1,JN,ADNLOG,Schade thans vrijw.vergoeden J/N,"Hebt u thans redenen om aan te nemen dat zich omstandigheden voordoen, welke voor u aanleiding zullen zijn een schade vrijwillig te vergoeden zonder dat u hiervoor aansprakelijk was?"
A,RI,EGDO,AN..70,,,Toel. op geleden schade,"Geeft aan wanneer de schade heeft plaatsgevonden, hoe groot de schade was en wie aansprakelijk was."
A,RI,EGDDAT,N8,D1,,Datum eerder geleden schade,Datum eerder geleden schade.
A,RI,SCH1JR,AN1,JN,ADNLOG,Afgelopen jaar schade J/N,Heeft u het afgelopen jaar schade gemeld die tot een uitkering heeft geleid c.q. zal leiden?
A,RI,SCH1JR,TAN..70,,,Toel. afgelopen jaar schade,Toelichting schade afgelopen jaar.
A,RI,SCH2JR,2AN1,JN,ADNLOG,Afgelopen 2 jaar min. 2 schades J/N,"Heb jij of een andere persoon waarvoor je deze verzekering afsluit, in de afgelopen 2 jaar, 2 of meer schades ingediend op een reis- of annuleringsverzekering?"
A,RI,SCH2J2,TAN..500,,,Toel. afgel. 2 jr. min. 2 schades,Toelichting indien is aangegeven dat het aantal schades in de afgelopen 2 jaar 2 of meer was.
A,RI,SCH3JR,AN1,JN,ADNLOG,Afgelopen 3 jaar schade J/N,Heeft u de afgelopen 3 jaar schade gemeld die tot een uitkering heeft geleid c.q. zal leiden?
A,RI,SCH3JR,TAN..500,,,Toel. afgelopen 3 jaar schade,Toelichting indien is aangegeven dat er de afgelopen 3 jaar schade was.
A,RI,SCH4JR,AN1,JN,ADNLOG,Afgelopen 4 jaar schade J/N,Heeft u in de afgelopen 4 jaar schade gemeld?
A,RI,SCH5JR,AN1,JN,ADNLOG,Afgelopen 5 jaar schade J/N,Heeft u of een andere persoon die onder deze verzekering valt in de afgelopen 5 jaar schade gemeld.
A,RI,SCHADV,AN1,JN,ADNLOG,Afgelopen jaren schade geleden J/N,Heeft u of andere belanghebbende bij een van deze verzekeringen in de afgelopen (5) jaren schade geleden tgv een gebeurtenis waartegen een vd aangevraagde verzekeringen dekking verleent?
A,RI,AANSP8,AN1,JN,ADNLOG,Aansprakelijk afgelopen 8 jaar J/N,Is verz.nemer of een andere belanghebbende bij deze verzekering in de afgelopen 8 jaar aansprakelijk gesteld?
A,RI,AANSPR,OAN1,JN,ADNLOG,Ooit aansprakelijk gesteld J/N,Is de verzekeringnemer ooit aansprakelijk gesteld?
A,RI,AANSPR,VAN1,JN,ADNLOG,Vermoeden aansprak.stelling J/N,"Hebben zich gebeurtenissen voorgedaan welke u aanleiding kunnen geven te vermoeden, dat u in de toekomst in verband met deze gebeurtenissen aansprakelijk zult worden gesteld?"
A,RI,AANSPR,QAN..70,,,Toel. vermoeden aanspr. stelling,Toelichting vermoeden van aansprakelijkheidsstelling.
A,RI,VRRISV,RAN1,JN,ADNLOG,Aanspr. in periode voorrisico J/N,"Zijn er in de periode waarin u het voorrisico wilt meeverzekeren feiten of omstandigheden bekend, die eventueel tot aanspraken van derden kunnen leiden?"
A,RI,VRRISV,OAN..70,,,"Aanspraken periode voorrisico, oms.","Welke feiten of omstandigheden zijn bekend, die eventueel tot aanspraken van derden kunnen leiden, in de periode waarin u het voorrisico wilt meeverzekeren?"
A,RI,VRLNOZ,AN1,JN,ADNLOG,Ln/omz.>25% in periode voorris. J/N,"Wijkt loon/omzet in de periode van het voorrisico meer dan 25% af van die van het huidige jaar? Zo ja, s.v.p. opgave van loon werknemers, van uitzendkrachten en jaaromzet exclusief BTW."
